"",track_name,id,track_pop,artist_name,artist_pop,artist_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,save
104,A View to a Kill,spotify:track:6I4snLrVOrJsLdd43isc27,66,Duran Duran,68,"[album rock, dance rock, new romantic, new wave, new wave pop, rock, soft rock, synthpop]",0.706,0.8140,1,-5.405,1,0.0569,0.015900,0.0,0.2620,0.778,125.472,audio_features,6I4snLrVOrJsLdd43isc27,spotify:track:6I4snLrVOrJsLdd43isc27,https://api.spotify.com/v1/tracks/6I4snLrVOrJsLdd43isc27,https://api.spotify.com/v1/audio-analysis/6I4snLrVOrJsLdd43isc27,217693,4,1
105,Chamber Of Reflection,spotify:track:7H7NyZ3G075GqPx2evsfeb,84,Mac DeMarco,79,"[edmonton indie, lo-fi indie, pov: indie]",0.538,0.5570,11,-8.678,1,0.0914,0.262000,0.914,0.1020,0.506,131.030,audio_features,7H7NyZ3G075GqPx2evsfeb,spotify:track:7H7NyZ3G075GqPx2evsfeb,https://api.spotify.com/v1/tracks/7H7NyZ3G075GqPx2evsfeb,https://api.spotify.com/v1/audio-analysis/7H7NyZ3G075GqPx2evsfeb,231724,4,1
106,Wandering Star,spotify:track:0eWYHgm4geQQT8IodrBhTh,54,Empire Of The Sun,75,"[australian dance, australian electropop, dance rock, indietronica, neo-synthpop]",0.689,0.7210,1,-6.818,0,0.0347,0.319000,0.0,0.2070,0.665,110.046,audio_features,0eWYHgm4geQQT8IodrBhTh,spotify:track:0eWYHgm4geQQT8IodrBhTh,https://api.spotify.com/v1/tracks/0eWYHgm4geQQT8IodrBhTh,https://api.spotify.com/v1/audio-analysis/0eWYHgm4geQQT8IodrBhTh,196693,4,1
107,Comedown,spotify:track:4H78HR8fBjJRWRueFVKo79,53,Parcels,64,"[aussietronica, indie soul]",0.893,0.4400,0,-8.373,1,0.0436,0.596000,0.126,0.3220,0.347,122.991,audio_features,4H78HR8fBjJRWRueFVKo79,spotify:track:4H78HR8fBjJRWRueFVKo79,https://api.spotify.com/v1/tracks/4H78HR8fBjJRWRueFVKo79,https://api.spotify.com/v1/audio-analysis/4H78HR8fBjJRWRueFVKo79,188724,4,1
108,Everyroad,spotify:track:5233fZGEk0FY0AzdgLaWch,45,Parcels,64,"[aussietronica, indie soul]",0.488,0.4170,2,-12.078,1,0.0419,0.621000,0.662,0.1310,0.254,111.257,audio_features,5233fZGEk0FY0AzdgLaWch,spotify:track:5233fZGEk0FY0AzdgLaWch,https://api.spotify.com/v1/tracks/5233fZGEk0FY0AzdgLaWch,https://api.spotify.com/v1/audio-analysis/5233fZGEk0FY0AzdgLaWch,515886,4,1
109,Mayonaka no Door / Stay With Me,spotify:track:2BHj31ufdEqVK5CkYDp9mA,79,Miki Matsubara,59,[classic city pop],0.658,0.7470,5,-6.615,1,0.0431,0.176000,0.000008,0.0789,0.792,108.259,audio_features,2BHj31ufdEqVK5CkYDp9mA,spotify:track:2BHj31ufdEqVK5CkYDp9mA,https://api.spotify.com/v1/tracks/2BHj31ufdEqVK5CkYDp9mA,https://api.spotify.com/v1/audio-analysis/2BHj31ufdEqVK5CkYDp9mA,312293,4,1
110,Can't Take My Eyes Off You - Original Extended Version,spotify:track:7EblNAQKo2q1DCRnO2bVmD,49,Boys Town Gang,45,[hi-nrg],0.651,0.7540,10,-10.421,1,0.0302,0.009850,0.0043,0.1390,0.664,129.617,audio_features,7EblNAQKo2q1DCRnO2bVmD,spotify:track:7EblNAQKo2q1DCRnO2bVmD,https://api.spotify.com/v1/tracks/7EblNAQKo2q1DCRnO2bVmD,https://api.spotify.com/v1/audio-analysis/7EblNAQKo2q1DCRnO2bVmD,589547,4,1
111,Go! (feat. Mai Lan),spotify:track:09zN9QBOHe8795UVOvEtnt,48,M83,70,"[french shoegaze, french synthpop, indietronica, metropopolis, neo-synthpop]",0.497,0.7420,7,-6.353,0,0.0291,0.001320,0.0395,0.0522,0.209,90.994,audio_features,09zN9QBOHe8795UVOvEtnt,spotify:track:09zN9QBOHe8795UVOvEtnt,https://api.spotify.com/v1/tracks/09zN9QBOHe8795UVOvEtnt,https://api.spotify.com/v1/audio-analysis/09zN9QBOHe8795UVOvEtnt,235733,4,1
112,Freaking Out the Neighborhood,spotify:track:3HlK8txWAdtKMrbsqX40pl,78,Mac DeMarco,79,"[edmonton indie, lo-fi indie, pov: indie]",0.565,0.8320,8,-5.751,0,0.1080,0.063800,0.0288,0.3860,0.847,143.303,audio_features,3HlK8txWAdtKMrbsqX40pl,spotify:track:3HlK8txWAdtKMrbsqX40pl,https://api.spotify.com/v1/tracks/3HlK8txWAdtKMrbsqX40pl,https://api.spotify.com/v1/audio-analysis/3HlK8txWAdtKMrbsqX40pl,173889,4,1
113,Famous,spotify:track:3RZauEkvORMeP06npyaIYa,47,Parcels,64,"[aussietronica, indie soul]",0.659,0.8190,2,-7.596,0,0.0391,0.047600,0.0289,0.0819,0.878,124.750,audio_features,3RZauEkvORMeP06npyaIYa,spotify:track:3RZauEkvORMeP06npyaIYa,https://api.spotify.com/v1/tracks/3RZauEkvORMeP06npyaIYa,https://api.spotify.com/v1/audio-analysis/3RZauEkvORMeP06npyaIYa,289653,4,1
114,Love You Better,spotify:track:0NjhFfeUcAQBc4iLaBdKjK,40,Monophonics,46,"[bay area indie, instrumental funk, psychedelic soul]",0.309,0.7890,5,-5.941,1,0.2980,0.142000,0.000001,0.7650,0.786,192.007,audio_features,0NjhFfeUcAQBc4iLaBdKjK,spotify:track:0NjhFfeUcAQBc4iLaBdKjK,https://api.spotify.com/v1/tracks/0NjhFfeUcAQBc4iLaBdKjK,https://api.spotify.com/v1/audio-analysis/0NjhFfeUcAQBc4iLaBdKjK,188733,4,1
115,Shake It Off,spotify:track:5xTtaWoae3wi06K5WfVUUH,76,Taylor Swift,100,[pop],0.647,0.7850,7,-5.414,1,0.1650,0.056100,0,0.1480,0.943,160.015,audio_features,5xTtaWoae3wi06K5WfVUUH,spotify:track:5xTtaWoae3wi06K5WfVUUH,https://api.spotify.com/v1/tracks/5xTtaWoae3wi06K5WfVUUH,https://api.spotify.com/v1/audio-analysis/5xTtaWoae3wi06K5WfVUUH,219200,4,0
116,Basket Case,spotify:track:6L89mwZXSOwYl76YXfX13s,86,Green Day,80,"[modern rock, permanent wave, punk, rock]",0.442,0.9430,3,-3.205,1,0.0602,0.002930,0.000009,0.0910,0.781,85.064,audio_features,6L89mwZXSOwYl76YXfX13s,spotify:track:6L89mwZXSOwYl76YXfX13s,https://api.spotify.com/v1/tracks/6L89mwZXSOwYl76YXfX13s,https://api.spotify.com/v1/audio-analysis/6L89mwZXSOwYl76YXfX13s,181533,4,0
117,Life's A Mess (feat. Halsey),spotify:track:5wWAwzGp2OaaoIkwcz6wZs,72,Juice WRLD,87,"[chicago rap, melodic rap, rap]",0.630,0.4460,1,-8.900,1,0.0351,0.337000,0,0.1660,0.177,143.078,audio_features,5wWAwzGp2OaaoIkwcz6wZs,spotify:track:5wWAwzGp2OaaoIkwcz6wZs,https://api.spotify.com/v1/tracks/5wWAwzGp2OaaoIkwcz6wZs,https://api.spotify.com/v1/audio-analysis/5wWAwzGp2OaaoIkwcz6wZs,202193,4,0
118,comethru,spotify:track:18uwL0vNUanqZH0ro2QcOP,78,Jeremy Zucker,68,"[alt z, electropop, pop]",0.795,0.1780,0,-11.991,1,0.0574,0.607000,0,0.6230,0.608,93.982,audio_features,18uwL0vNUanqZH0ro2QcOP,spotify:track:18uwL0vNUanqZH0ro2QcOP,https://api.spotify.com/v1/tracks/18uwL0vNUanqZH0ro2QcOP,https://api.spotify.com/v1/audio-analysis/18uwL0vNUanqZH0ro2QcOP,181613,4,0
119,Little Life,spotify:track:51WRxaNJVQuXOBYUAmSzbf,64,Cordelia,50,[],0.507,0.0606,11,-15.605,1,0.0342,0.920000,0.000003,0.1110,0.173,130.629,audio_features,51WRxaNJVQuXOBYUAmSzbf,spotify:track:51WRxaNJVQuXOBYUAmSzbf,https://api.spotify.com/v1/tracks/51WRxaNJVQuXOBYUAmSzbf,https://api.spotify.com/v1/audio-analysis/51WRxaNJVQuXOBYUAmSzbf,270316,5,0
120,Holding On to You,spotify:track:7A35lRz4cm0QkbnlNAJPtm,53,Miranda Lambert,67,"[contemporary country, country, country dawn, country road]",0.491,0.352,0,-9.856,1,0.0426,0.38800,0.000006,0.1030,0.325,188.861,audio_features,7A35lRz4cm0QkbnlNAJPtm,spotify:track:7A35lRz4cm0QkbnlNAJPtm,https://api.spotify.com/v1/tracks/7A35lRz4cm0QkbnlNAJPtm,https://api.spotify.com/v1/audio-analysis/7A35lRz4cm0QkbnlNAJPtm,272640,3,0
121,Unsingle,spotify:track:3KTKAEIDClZcHc1IXNqqnE,49,Clayton Johnson,31,[],0.402,0.813,0,-4.409,1,0.0356,0.05960,0,0.1060,0.740,172.032,audio_features,3KTKAEIDClZcHc1IXNqqnE,spotify:track:3KTKAEIDClZcHc1IXNqqnE,https://api.spotify.com/v1/tracks/3KTKAEIDClZcHc1IXNqqnE,https://api.spotify.com/v1/audio-analysis/3KTKAEIDClZcHc1IXNqqnE,155580,4,0
122,Barbie World (with Aqua) [From Barbie The Album],spotify:track:741UUVE2kuITl0c6zuqqbO,84,Nicki Minaj,87,"[hip pop, pop, queens hip hop, rap]",0.770,0.580,0,-8.393,1,0.2470,0.51900,0.000127,0.2330,0.753,144.072,audio_features,741UUVE2kuITl0c6zuqqbO,spotify:track:741UUVE2kuITl0c6zuqqbO,https://api.spotify.com/v1/tracks/741UUVE2kuITl0c6zuqqbO,https://api.spotify.com/v1/audio-analysis/741UUVE2kuITl0c6zuqqbO,109750,4,0
123,don't toy with me,spotify:track:0H4cAH32Y9SAMDDI8Jn1uH,34,runo plum,45,[],0.638,0.215,6,-10.709,1,0.0303,0.80600,0.00014,0.1110,0.179,122.872,audio_features,0H4cAH32Y9SAMDDI8Jn1uH,spotify:track:0H4cAH32Y9SAMDDI8Jn1uH,https://api.spotify.com/v1/tracks/0H4cAH32Y9SAMDDI8Jn1uH,https://api.spotify.com/v1/audio-analysis/0H4cAH32Y9SAMDDI8Jn1uH,157147,4,0
124,Shape of You,spotify:track:7qiZfU4dY1lWllzX7mPBI3,89,Ed Sheeran,87,"[pop, singer-songwriter pop, uk pop]",0.825,0.652,1,-3.183,0,0.0802,0.58100,0,0.0931,0.931,95.977,audio_features,7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,233713,4,0
125,Apartment,spotify:track:0vNkUB9llJ7AgPpJNHS3l1,53,Modern Baseball,58,"[alternative emo, emo, philly indie, pov: indie]",0.516,0.875,5,-5.414,0,0.1420,0.00194,0.000002,0.0848,0.333,117.472,audio_features,0vNkUB9llJ7AgPpJNHS3l1,spotify:track:0vNkUB9llJ7AgPpJNHS3l1,https://api.spotify.com/v1/tracks/0vNkUB9llJ7AgPpJNHS3l1,https://api.spotify.com/v1/audio-analysis/0vNkUB9llJ7AgPpJNHS3l1,167168,4,0
126,"Let It Go - From ""Frozen""/Soundtrack Version",spotify:track:0qcr5FMsEO85NAQjrlDRKo,79,Idina Menzel,69,"[hollywood, movie tunes, show tunes]",0.543,0.485,8,-6.850,1,0.0305,0.55800,0,0.1200,0.371,136.961,audio_features,0qcr5FMsEO85NAQjrlDRKo,spotify:track:0qcr5FMsEO85NAQjrlDRKo,https://api.spotify.com/v1/tracks/0qcr5FMsEO85NAQjrlDRKo,https://api.spotify.com/v1/audio-analysis/0qcr5FMsEO85NAQjrlDRKo,223840,4,0
127,Happier,spotify:track:7BqHUALzNBTanL6OvsqmC1,87,Marshmello,84,"[brostep, edm, pop, progressive electro house]",0.687,0.792,5,-2.749,1,0.0452,0.19100,0,0.1670,0.671,100.011,audio_features,7BqHUALzNBTanL6OvsqmC1,spotify:track:7BqHUALzNBTanL6OvsqmC1,https://api.spotify.com/v1/tracks/7BqHUALzNBTanL6OvsqmC1,https://api.spotify.com/v1/audio-analysis/7BqHUALzNBTanL6OvsqmC1,214290,4,0
128,Complicated - Nightcore Version,spotify:track:2Lo8cAQz5IxksfT66sbNs8,29,Nightcore Dreams,36,[nightcore],0.505,0.285,11,-11.402,1,0.0396,0.86800,0,0.1540,0.656,177.364,audio_features,2Lo8cAQz5IxksfT66sbNs8,spotify:track:2Lo8cAQz5IxksfT66sbNs8,https://api.spotify.com/v1/tracks/2Lo8cAQz5IxksfT66sbNs8,https://api.spotify.com/v1/audio-analysis/2Lo8cAQz5IxksfT66sbNs8,179169,4,0
129,Harry the Hedgehog,spotify:track:7n6We4EVF1IvZTf6e97r9l,0,Crocodile & Friends,0,[],0.525,0.350,7,-10.434,1,0.0458,0.98300,0.128,0.1180,0.532,116.343,audio_features,7n6We4EVF1IvZTf6e97r9l,spotify:track:7n6We4EVF1IvZTf6e97r9l,https://api.spotify.com/v1/tracks/7n6We4EVF1IvZTf6e97r9l,https://api.spotify.com/v1/audio-analysis/7n6We4EVF1IvZTf6e97r9l,106160,3,0
130,Fight Song,spotify:track:37f4ITSlgPX81ad2EvmVQr,79,Rachel Platten,61,"[post-teen pop, talent show, viral pop]",0.564,0.714,7,-4.987,1,0.1290,0.05490,0,0.1550,0.330,175.924,audio_features,37f4ITSlgPX81ad2EvmVQr,spotify:track:37f4ITSlgPX81ad2EvmVQr,https://api.spotify.com/v1/tracks/37f4ITSlgPX81ad2EvmVQr,https://api.spotify.com/v1/audio-analysis/37f4ITSlgPX81ad2EvmVQr,204013,4,0
131,Dance Monkey,spotify:track:2XU0oxnq2qxCpomAAuJY8K,78,Tones And I,68,[australian pop],0.824,0.588,6,-6.400,0,0.0924,0.69200,0.000104,0.1490,0.513,98.027,audio_features,2XU0oxnq2qxCpomAAuJY8K,spotify:track:2XU0oxnq2qxCpomAAuJY8K,https://api.spotify.com/v1/tracks/2XU0oxnq2qxCpomAAuJY8K,https://api.spotify.com/v1/audio-analysis/2XU0oxnq2qxCpomAAuJY8K,209438,4,0
132,Roar,spotify:track:6F5c58TMEs1byxUstkzVeM,75,Katy Perry,84,[pop],0.554,0.772,7,-4.821,0,0.0418,0.00487,0.000007,0.3540,0.455,179.984,audio_features,6F5c58TMEs1byxUstkzVeM,spotify:track:6F5c58TMEs1byxUstkzVeM,https://api.spotify.com/v1/tracks/6F5c58TMEs1byxUstkzVeM,https://api.spotify.com/v1/audio-analysis/6F5c58TMEs1byxUstkzVeM,223546,4,0
133,I Get the Bag (feat. Migos),spotify:track:1XRgIKC5TPwo7nWGyKqgG0,74,Gucci Mane,76,"[atl hip hop, dirty south rap, hip hop, pop rap, rap, southern hip hop, trap]",0.890,0.633,11,-5.475,1,0.1680,0.02320,0.000343,0.0993,0.425,139.948,audio_features,1XRgIKC5TPwo7nWGyKqgG0,spotify:track:1XRgIKC5TPwo7nWGyKqgG0,https://api.spotify.com/v1/tracks/1XRgIKC5TPwo7nWGyKqgG0,https://api.spotify.com/v1/audio-analysis/1XRgIKC5TPwo7nWGyKqgG0,233087,4,0
134,BUTTERFLY EFFECT,spotify:track:1yxgsra98r3qAtxqiGZPiX,0,Travis Scott,92,"[hip hop, rap, slap house]",0.763,0.598,11,-6.865,1,0.0539,0.07140,0,0.1120,0.182,140.987,audio_features,1yxgsra98r3qAtxqiGZPiX,spotify:track:1yxgsra98r3qAtxqiGZPiX,https://api.spotify.com/v1/tracks/1yxgsra98r3qAtxqiGZPiX,https://api.spotify.com/v1/audio-analysis/1yxgsra98r3qAtxqiGZPiX,190678,4,0
135,Bank Account,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,5,21 Savage,92,"[atl hip hop, hip hop, rap]",0.884,0.347,8,-8.227,0,0.3500,0.01500,0.000007,0.0871,0.376,75.016,audio_features,2fQrGHiQOvpL9UgPvtYy6G,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,https://api.spotify.com/v1/tracks/2fQrGHiQOvpL9UgPvtYy6G,https://api.spotify.com/v1/audio-analysis/2fQrGHiQOvpL9UgPvtYy6G,220307,4,0
136,Slippery (feat. Gucci Mane),spotify:track:6p8NuHm8uCGnn2Dtbtf7zE,1,Migos,76,"[atl hip hop, hip hop, pop rap, rap, trap]",0.920,0.675,1,-5.661,0,0.2630,0.30700,0,0.1040,0.749,141.967,audio_features,6p8NuHm8uCGnn2Dtbtf7zE,spotify:track:6p8NuHm8uCGnn2Dtbtf7zE,https://api.spotify.com/v1/tracks/6p8NuHm8uCGnn2Dtbtf7zE,https://api.spotify.com/v1/audio-analysis/6p8NuHm8uCGnn2Dtbtf7zE,304041,4,0
137,The Race,spotify:track:3wGXyJGsCf1myH5MooQIqE,74,Tay-K,66,"[cali rap, dfw rap, rap, trap]",0.766,0.606,9,-6.064,1,0.4560,0.00266,0,0.1660,0.352,160.223,audio_features,3wGXyJGsCf1myH5MooQIqE,spotify:track:3wGXyJGsCf1myH5MooQIqE,https://api.spotify.com/v1/tracks/3wGXyJGsCf1myH5MooQIqE,https://api.spotify.com/v1/audio-analysis/3wGXyJGsCf1myH5MooQIqE,140000,4,0
138,Moonlight,spotify:track:0JP9xo3adEtGSdUEISiszL,85,XXXTENTACION,85,"[emo rap, miami hip hop, rap]",0.921,0.537,9,-5.723,0,0.0804,0.55600,0.00404,0.1020,0.711,128.009,audio_features,0JP9xo3adEtGSdUEISiszL,spotify:track:0JP9xo3adEtGSdUEISiszL,https://api.spotify.com/v1/tracks/0JP9xo3adEtGSdUEISiszL,https://api.spotify.com/v1/audio-analysis/0JP9xo3adEtGSdUEISiszL,135090,4,0
139,Next (feat. Rich the Kid),spotify:track:1xjX4vrqHG1BWk2d91FUvq,39,Lil Pump,64,"[emo rap, miami hip hop, pop rap, rap, trap]",0.755,0.560,1,-5.497,1,0.1570,0.10000,0,0.0778,0.587,78.033,audio_features,1xjX4vrqHG1BWk2d91FUvq,spotify:track:1xjX4vrqHG1BWk2d91FUvq,https://api.spotify.com/v1/tracks/1xjX4vrqHG1BWk2d91FUvq,https://api.spotify.com/v1/audio-analysis/1xjX4vrqHG1BWk2d91FUvq,148320,4,0
140,Bounce Out With That,spotify:track:5lZsh9Qf7CbHI9Fcc7Zcsq,0,YBN Nahmir,62,"[alabama rap, rap, trap]",0.865,0.652,8,-8.218,1,0.1050,0.03700,0,0.0925,0.372,94.946,audio_features,5lZsh9Qf7CbHI9Fcc7Zcsq,spotify:track:5lZsh9Qf7CbHI9Fcc7Zcsq,https://api.spotify.com/v1/tracks/5lZsh9Qf7CbHI9Fcc7Zcsq,https://api.spotify.com/v1/audio-analysis/5lZsh9Qf7CbHI9Fcc7Zcsq,97202,4,0
141,Sauce It Up,spotify:track:1uL78kFWxhz3umTMWJu8n5,68,Lil Uzi Vert,85,"[hip hop, melodic rap, philly rap, rage rap, rap]",0.813,0.528,6,-6.305,0,0.3130,0.07150,0,0.1250,0.131,79.532,audio_features,1uL78kFWxhz3umTMWJu8n5,spotify:track:1uL78kFWxhz3umTMWJu8n5,https://api.spotify.com/v1/tracks/1uL78kFWxhz3umTMWJu8n5,https://api.spotify.com/v1/audio-analysis/1uL78kFWxhz3umTMWJu8n5,207039,4,0
142,Ric Flair Drip (with Metro Boomin),spotify:track:7sO5G9EABYOXQKNPNiE9NR,87,Offset,79,"[atl hip hop, hip hop, pop rap, rap, trap]",0.880,0.428,9,-8.280,1,0.2060,0.14900,0.000051,0.1140,0.333,100.007,audio_features,7sO5G9EABYOXQKNPNiE9NR,spotify:track:7sO5G9EABYOXQKNPNiE9NR,https://api.spotify.com/v1/tracks/7sO5G9EABYOXQKNPNiE9NR,https://api.spotify.com/v1/audio-analysis/7sO5G9EABYOXQKNPNiE9NR,172800,4,0
143,Esskeetit,spotify:track:44KKhCyI0BGS6LvVyDqJtH,57,Lil Pump,64,"[emo rap, miami hip hop, pop rap, rap, trap]",0.934,0.505,11,-7.648,1,0.1680,0.02290,0,0.0867,0.691,139.930,audio_features,44KKhCyI0BGS6LvVyDqJtH,spotify:track:44KKhCyI0BGS6LvVyDqJtH,https://api.spotify.com/v1/tracks/44KKhCyI0BGS6LvVyDqJtH,https://api.spotify.com/v1/audio-analysis/44KKhCyI0BGS6LvVyDqJtH,181714,4,0
144,New Level (feat. Future),spotify:track:11BIoKDpTJHX5mZt6p566h,61,A$AP Ferg,69,"[hip hop, pop rap, rap, southern hip hop, trap]",0.526,0.655,1,-4.208,0,0.3260,0.05660,0,0.1160,0.156,121.127,audio_features,11BIoKDpTJHX5mZt6p566h,spotify:track:11BIoKDpTJHX5mZt6p566h,https://api.spotify.com/v1/tracks/11BIoKDpTJHX5mZt6p566h,https://api.spotify.com/v1/audio-analysis/11BIoKDpTJHX5mZt6p566h,267212,4,0
145,Good News Sold,spotify:track:2nK23mwuUUiJTx9efT9Lvb,62,Jordan Davis,73,"[contemporary country, country road]",0.384,0.567,5,-9.759,1,0.0367,0.83400,0.000208,0.1310,0.432,80.069,audio_features,2nK23mwuUUiJTx9efT9Lvb,spotify:track:2nK23mwuUUiJTx9efT9Lvb,https://api.spotify.com/v1/tracks/2nK23mwuUUiJTx9efT9Lvb,https://api.spotify.com/v1/audio-analysis/2nK23mwuUUiJTx9efT9Lvb,203432,4,0
146,Holy Smokes,spotify:track:1kMWJ16W3Yk3hyNmaM7jfQ,70,Bailey Zimmerman,74,"[contemporary country, modern country pop]",0.462,0.569,7,-7.908,1,0.0321,0.50900,0,0.1200,0.432,95.117,audio_features,1kMWJ16W3Yk3hyNmaM7jfQ,spotify:track:1kMWJ16W3Yk3hyNmaM7jfQ,https://api.spotify.com/v1/tracks/1kMWJ16W3Yk3hyNmaM7jfQ,https://api.spotify.com/v1/audio-analysis/1kMWJ16W3Yk3hyNmaM7jfQ,195158,4,0
147,Thinkin’ Bout,spotify:track:1eB4kJvJIZlFxOBWNon8Zu,56,Kenny Chesney,69,"[contemporary country, country, country road, modern country rock]",0.830,0.663,5,-6.521,1,0.0291,0.33200,0.00012,0.1040,0.381,114.009,audio_features,1eB4kJvJIZlFxOBWNon8Zu,spotify:track:1eB4kJvJIZlFxOBWNon8Zu,https://api.spotify.com/v1/tracks/1eB4kJvJIZlFxOBWNon8Zu,https://api.spotify.com/v1/audio-analysis/1eB4kJvJIZlFxOBWNon8Zu,214187,4,0
148,Space in My Heart,spotify:track:4vMI6s3uwWcxcAqVoXkATn,61,Enrique Iglesias,77,"[dance pop, latin pop, mexican pop]",0.601,0.509,5,-6.783,1,0.0284,0.49200,0.000006,0.0919,0.322,105.985,audio_features,4vMI6s3uwWcxcAqVoXkATn,spotify:track:4vMI6s3uwWcxcAqVoXkATn,https://api.spotify.com/v1/tracks/4vMI6s3uwWcxcAqVoXkATn,https://api.spotify.com/v1/audio-analysis/4vMI6s3uwWcxcAqVoXkATn,178849,4,0
149,Son of a Bitch,spotify:track:5EyxR5yEN3mohQ5EycOpII,68,Jessie Murph,72,"[modern country pop, singer-songwriter pop]",0.597,0.679,2,-7.514,0,0.1740,0.27100,0,0.0968,0.498,149.068,audio_features,5EyxR5yEN3mohQ5EycOpII,spotify:track:5EyxR5yEN3mohQ5EycOpII,https://api.spotify.com/v1/tracks/5EyxR5yEN3mohQ5EycOpII,https://api.spotify.com/v1/audio-analysis/5EyxR5yEN3mohQ5EycOpII,155984,4,0
150,Quit You,spotify:track:6t4VR4r7RbcgpCIrSOhcAv,58,Kameron Marlowe,63,"[contemporary country, country pop, modern country pop]",0.583,0.617,6,-7.293,1,0.0299,0.40800,0.00068,0.0918,0.265,88.951,audio_features,6t4VR4r7RbcgpCIrSOhcAv,spotify:track:6t4VR4r7RbcgpCIrSOhcAv,https://api.spotify.com/v1/tracks/6t4VR4r7RbcgpCIrSOhcAv,https://api.spotify.com/v1/audio-analysis/6t4VR4r7RbcgpCIrSOhcAv,188813,4,0
151,Two Night Stands,spotify:track:2FEjp5cUHa1UYvwDbC28vQ,50,Kylie Morgan,54,"[contemporary country, country pop, modern country pop]",0.535,0.778,0,-4.186,1,0.0334,0.20500,0,0.2670,0.615,172.071,audio_features,2FEjp5cUHa1UYvwDbC28vQ,spotify:track:2FEjp5cUHa1UYvwDbC28vQ,https://api.spotify.com/v1/tracks/2FEjp5cUHa1UYvwDbC28vQ,https://api.spotify.com/v1/audio-analysis/2FEjp5cUHa1UYvwDbC28vQ,172933,4,0
152,Everybody's Friend,spotify:track:4CjH87e1np3OkwlYQdGOmv,54,Austin Snell,56,[modern country pop],0.416,0.892,4,-4.218,1,0.0583,0.01000,0,0.1090,0.126,158.164,audio_features,4CjH87e1np3OkwlYQdGOmv,spotify:track:4CjH87e1np3OkwlYQdGOmv,https://api.spotify.com/v1/tracks/4CjH87e1np3OkwlYQdGOmv,https://api.spotify.com/v1/audio-analysis/4CjH87e1np3OkwlYQdGOmv,174027,4,0
153,Next Best Thing,spotify:track:3Qss26KXwI8qEil7lbCEXa,51,Tenille Arts,52,"[canadian contemporary country, contemporary country, country pop]",0.545,0.744,9,-7.476,1,0.0460,0.01660,0.000004,0.0592,0.476,77.997,audio_features,3Qss26KXwI8qEil7lbCEXa,spotify:track:3Qss26KXwI8qEil7lbCEXa,https://api.spotify.com/v1/tracks/3Qss26KXwI8qEil7lbCEXa,https://api.spotify.com/v1/audio-analysis/3Qss26KXwI8qEil7lbCEXa,229205,4,0
154,In My Head Again,spotify:track:4zgrxZPjYlIpvvZYY3xnO5,49,Owen Riegling,54,[],0.620,0.831,4,-4.180,1,0.0359,0.00606,0.000002,0.1340,0.453,116.970,audio_features,4zgrxZPjYlIpvvZYY3xnO5,spotify:track:4zgrxZPjYlIpvvZYY3xnO5,https://api.spotify.com/v1/tracks/4zgrxZPjYlIpvvZYY3xnO5,https://api.spotify.com/v1/audio-analysis/4zgrxZPjYlIpvvZYY3xnO5,252468,4,0
155,Heartbreak King,spotify:track:4f7mzXeDSFtgQHDBjrSKYe,56,Ian Munsick,59,"[modern country pop, wyoming roots]",0.479,0.676,9,-4.929,1,0.0273,0.14500,0,0.0951,0.573,151.723,audio_features,4f7mzXeDSFtgQHDBjrSKYe,spotify:track:4f7mzXeDSFtgQHDBjrSKYe,https://api.spotify.com/v1/tracks/4f7mzXeDSFtgQHDBjrSKYe,https://api.spotify.com/v1/audio-analysis/4f7mzXeDSFtgQHDBjrSKYe,213880,4,0
156,American Girl,spotify:track:3PRTKWFigJCi47YAEsBpiP,52,Dierks Bentley,67,"[contemporary country, country, country road, modern country rock]",0.594,0.926,11,-5.294,1,0.0428,0.03570,0.000002,0.2640,0.905,113.024,audio_features,3PRTKWFigJCi47YAEsBpiP,spotify:track:3PRTKWFigJCi47YAEsBpiP,https://api.spotify.com/v1/tracks/3PRTKWFigJCi47YAEsBpiP,https://api.spotify.com/v1/audio-analysis/3PRTKWFigJCi47YAEsBpiP,183820,4,0
157,Roads That Go Nowhere,spotify:track:2ZB6CLPqN9OvtPKKC81Sq6,50,Travis Denning,50,"[contemporary country, country pop, modern country pop, modern country rock]",0.650,0.468,5,-6.216,1,0.0297,0.75900,0,0.1280,0.298,131.900,audio_features,2ZB6CLPqN9OvtPKKC81Sq6,spotify:track:2ZB6CLPqN9OvtPKKC81Sq6,https://api.spotify.com/v1/tracks/2ZB6CLPqN9OvtPKKC81Sq6,https://api.spotify.com/v1/audio-analysis/2ZB6CLPqN9OvtPKKC81Sq6,198859,4,0
