"",track_name,id,track_pop,artist_name,artist_pop,artist_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,save
51,Lady - Hear Me Tonight,spotify:track:49X0LAl6faAusYq02PRAY6,82,Modjo,61,"[disco house, filter house]",0.720,0.808,6,-5.627,1,0.0379,0.007930,0.0293,0.0634,0.869,126.041,audio_features,49X0LAl6faAusYq02PRAY6,spotify:track:49X0LAl6faAusYq02PRAY6,https://api.spotify.com/v1/tracks/49X0LAl6faAusYq02PRAY6,https://api.spotify.com/v1/audio-analysis/49X0LAl6faAusYq02PRAY6,307154,4,1
52,Remember (with ZOHARA),spotify:track:3aFxfpfeATHYg1n750dhgq,53,Gryffin,66,"[edm, pop dance]",0.619,0.902,11,-4.157,0,0.0562,0.095300,0.0405,0.2160,0.504,123.002,audio_features,3aFxfpfeATHYg1n750dhgq,spotify:track:3aFxfpfeATHYg1n750dhgq,https://api.spotify.com/v1/tracks/3aFxfpfeATHYg1n750dhgq,https://api.spotify.com/v1/audio-analysis/3aFxfpfeATHYg1n750dhgq,221130,4,1
53,Move on Up - Single Edit,spotify:track:0MHXrqn909p0LRTPsNsGEi,68,Curtis Mayfield,58,"[chicago soul, classic soul, funk, soul]",0.538,0.969,11,-5.626,0,0.0906,0.417000,0.00154,0.1190,0.928,138.652,audio_features,0MHXrqn909p0LRTPsNsGEi,spotify:track:0MHXrqn909p0LRTPsNsGEi,https://api.spotify.com/v1/tracks/0MHXrqn909p0LRTPsNsGEi,https://api.spotify.com/v1/audio-analysis/0MHXrqn909p0LRTPsNsGEi,165790,4,1
54,Possession,spotify:track:21c5PMy3vUsxMnb7c2oX3g,32,Joywave,54,"[indietronica, modern alternative rock, modern rock, rochester ny indie, shimmer pop]",0.619,0.782,7,-6.376,0,0.0397,0.005290,0.000215,0.1050,0.300,99.984,audio_features,21c5PMy3vUsxMnb7c2oX3g,spotify:track:21c5PMy3vUsxMnb7c2oX3g,https://api.spotify.com/v1/tracks/21c5PMy3vUsxMnb7c2oX3g,https://api.spotify.com/v1/audio-analysis/21c5PMy3vUsxMnb7c2oX3g,250120,4,1
55,In the Stone,spotify:track:3qZHUZTQiTMfJXcUYzY5mT,58,"Earth, Wind & Fire",72,"[disco, funk, jazz funk, soul]",0.656,0.662,4,-10.346,1,0.0493,0.096400,0.000612,0.0853,0.717,114.612,audio_features,3qZHUZTQiTMfJXcUYzY5mT,spotify:track:3qZHUZTQiTMfJXcUYzY5mT,https://api.spotify.com/v1/tracks/3qZHUZTQiTMfJXcUYzY5mT,https://api.spotify.com/v1/audio-analysis/3qZHUZTQiTMfJXcUYzY5mT,288480,4,1
56,All Of The Time,spotify:track:5Ev60QcFefqlvVfF7ZWOdi,0,Jungle,72,"[indie soul, uk contemporary r&b]",0.695,0.876,5,-5.994,0,0.0420,0.036600,0.0896,0.9540,0.863,130.037,audio_features,5Ev60QcFefqlvVfF7ZWOdi,spotify:track:5Ev60QcFefqlvVfF7ZWOdi,https://api.spotify.com/v1/tracks/5Ev60QcFefqlvVfF7ZWOdi,https://api.spotify.com/v1/audio-analysis/5Ev60QcFefqlvVfF7ZWOdi,182040,4,1
57,Assumptions,spotify:track:4NczzeHBQPPDO0B9AAmB8d,64,Sam Gellaitry,55,"[future bass, scottish electronic, vapor twitch]",0.639,0.815,11,-4.718,1,0.2210,0.123000,0.00113,0.1930,0.443,126.055,audio_features,4NczzeHBQPPDO0B9AAmB8d,spotify:track:4NczzeHBQPPDO0B9AAmB8d,https://api.spotify.com/v1/tracks/4NczzeHBQPPDO0B9AAmB8d,https://api.spotify.com/v1/audio-analysis/4NczzeHBQPPDO0B9AAmB8d,220838,4,1
58,What You Know,spotify:track:3UjtIALeg72qmJiKPWBvM3,2,Two Door Cinema Club,68,"[indie rock, indietronica, irish rock, modern alternative rock, modern rock, northern irish indie]",0.561,0.741,6,-4.239,0,0.0419,0.000715,0.000014,0.0822,0.776,139.001,audio_features,3UjtIALeg72qmJiKPWBvM3,spotify:track:3UjtIALeg72qmJiKPWBvM3,https://api.spotify.com/v1/tracks/3UjtIALeg72qmJiKPWBvM3,https://api.spotify.com/v1/audio-analysis/3UjtIALeg72qmJiKPWBvM3,191707,4,1
59,Clarity,spotify:track:60wwxj6Dd9NJlirf84wr2c,78,Zedd,73,"[complextro, edm, german techno, pop, pop dance]",0.509,0.781,8,-3.480,1,0.0720,0.039800,0.0,0.0749,0.176,128.000,audio_features,60wwxj6Dd9NJlirf84wr2c,spotify:track:60wwxj6Dd9NJlirf84wr2c,https://api.spotify.com/v1/tracks/60wwxj6Dd9NJlirf84wr2c,https://api.spotify.com/v1/audio-analysis/60wwxj6Dd9NJlirf84wr2c,271427,4,1
60,The Color Violet,spotify:track:3azJifCSqg9fRij2yKIbWz,90,Tory Lanez,80,"[canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, trap]",0.645,0.534,6,-10.800,0,0.0479,0.15700,0.0,0.0863,0.463,105.020,audio_features,3azJifCSqg9fRij2yKIbWz,spotify:track:3azJifCSqg9fRij2yKIbWz,https://api.spotify.com/v1/tracks/3azJifCSqg9fRij2yKIbWz,https://api.spotify.com/v1/audio-analysis/3azJifCSqg9fRij2yKIbWz,226467,4,1
61,Parfum thérémine,spotify:track:76fdtNvwn6hkOmBvgOom7L,52,L'Impératrice,59,"[french indie pop, french indietronica, french synthpop]",0.662,0.591,6,-10.907,0,0.0330,0.45400,0.878,0.1050,0.204,102.045,audio_features,76fdtNvwn6hkOmBvgOom7L,spotify:track:76fdtNvwn6hkOmBvgOom7L,https://api.spotify.com/v1/tracks/76fdtNvwn6hkOmBvgOom7L,https://api.spotify.com/v1/audio-analysis/76fdtNvwn6hkOmBvgOom7L,304993,4,1
62,Feel Good Inc.,spotify:track:0d28khcov6AiegSCpG5TuT,87,Gorillaz,78,"[alternative hip hop, modern rock, rock]",0.818,0.705,6,-6.679,1,0.1770,0.00836,0.00233,0.6130,0.772,138.559,audio_features,0d28khcov6AiegSCpG5TuT,spotify:track:0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/tracks/0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/audio-analysis/0d28khcov6AiegSCpG5TuT,222640,4,1
63,La lune,spotify:track:6rbbDK18oqK3MxHGQhpmn2,55,L'Impératrice,59,"[french indie pop, french indietronica, french synthpop]",0.645,0.498,7,-9.681,0,0.0376,0.81100,0.529,0.1010,0.331,111.963,audio_features,6rbbDK18oqK3MxHGQhpmn2,spotify:track:6rbbDK18oqK3MxHGQhpmn2,https://api.spotify.com/v1/tracks/6rbbDK18oqK3MxHGQhpmn2,https://api.spotify.com/v1/audio-analysis/6rbbDK18oqK3MxHGQhpmn2,193629,4,1
64,Le départ,spotify:track:0UODoj6stYv542c7NB9MNd,64,L'Impératrice,59,"[french indie pop, french indietronica, french synthpop]",0.539,0.736,11,-10.608,0,0.0360,0.06130,0.934,0.0734,0.503,110.000,audio_features,0UODoj6stYv542c7NB9MNd,spotify:track:0UODoj6stYv542c7NB9MNd,https://api.spotify.com/v1/tracks/0UODoj6stYv542c7NB9MNd,https://api.spotify.com/v1/audio-analysis/0UODoj6stYv542c7NB9MNd,119634,3,1
65,Boogie Wonderland,spotify:track:6ztstiyZL6FXzh4aG46ZPD,79,"Earth, Wind & Fire",72,"[disco, funk, jazz funk, soul]",0.802,0.756,2,-10.791,0,0.0349,0.08430,0.00765,0.0521,0.963,131.715,audio_features,6ztstiyZL6FXzh4aG46ZPD,spotify:track:6ztstiyZL6FXzh4aG46ZPD,https://api.spotify.com/v1/tracks/6ztstiyZL6FXzh4aG46ZPD,https://api.spotify.com/v1/audio-analysis/6ztstiyZL6FXzh4aG46ZPD,288293,4,1
66,This fffire - New Version,spotify:track:46gSk82duJtX3TTA182ruG,70,Franz Ferdinand,66,"[alternative rock, dance rock, indie rock, modern rock, rock, scottish rock]",0.442,0.887,4,-5.943,0,0.1000,0.02590,0.000005,0.0655,0.637,146.358,audio_features,46gSk82duJtX3TTA182ruG,spotify:track:46gSk82duJtX3TTA182ruG,https://api.spotify.com/v1/tracks/46gSk82duJtX3TTA182ruG,https://api.spotify.com/v1/audio-analysis/46gSk82duJtX3TTA182ruG,218080,4,1
67,Tranz,spotify:track:7jYUaoOfdcYgUvkK8NnFfx,67,Gorillaz,78,"[alternative hip hop, modern rock, rock]",0.649,0.883,7,-5.058,1,0.0306,0.03240,0.0185,0.0658,0.779,135.141,audio_features,7jYUaoOfdcYgUvkK8NnFfx,spotify:track:7jYUaoOfdcYgUvkK8NnFfx,https://api.spotify.com/v1/tracks/7jYUaoOfdcYgUvkK8NnFfx,https://api.spotify.com/v1/audio-analysis/7jYUaoOfdcYgUvkK8NnFfx,162627,4,1
68,Duo,spotify:track:0KbMjhlUH1xUGDgeIQzLsn,50,Sam Gellaitry,55,"[future bass, scottish electronic, vapor twitch]",0.805,0.700,10,-3.064,0,0.1550,0.05470,0.0,0.0400,0.832,127.034,audio_features,0KbMjhlUH1xUGDgeIQzLsn,spotify:track:0KbMjhlUH1xUGDgeIQzLsn,https://api.spotify.com/v1/tracks/0KbMjhlUH1xUGDgeIQzLsn,https://api.spotify.com/v1/audio-analysis/0KbMjhlUH1xUGDgeIQzLsn,126701,4,1
69,LordHenry,spotify:track:7dEFIvrudJoPhrzWSYgCJX,41,Parcels,64,"[aussietronica, indie soul]",0.393,0.719,0,-9.580,0,0.0680,0.01690,0.405,0.3820,0.522,91.185,audio_features,7dEFIvrudJoPhrzWSYgCJX,spotify:track:7dEFIvrudJoPhrzWSYgCJX,https://api.spotify.com/v1/tracks/7dEFIvrudJoPhrzWSYgCJX,https://api.spotify.com/v1/audio-analysis/7dEFIvrudJoPhrzWSYgCJX,332213,3,1
70,Empire Ants (feat. Little Dragon),spotify:track:3a6PN6BRB8PP3ms48s7kU1,70,Gorillaz,78,"[alternative hip hop, modern rock, rock]",0.601,0.772,0,-4.137,0,0.0310,0.18100,0.0543,0.0928,0.294,99.445,audio_features,3a6PN6BRB8PP3ms48s7kU1,spotify:track:3a6PN6BRB8PP3ms48s7kU1,https://api.spotify.com/v1/tracks/3a6PN6BRB8PP3ms48s7kU1,https://api.spotify.com/v1/audio-analysis/3a6PN6BRB8PP3ms48s7kU1,283573,4,1
71,The Valley of The Pagans (feat. Beck),spotify:track:3oP3Tfn86FRmxAGsV0TqCp,60,Gorillaz,78,"[alternative hip hop, modern rock, rock]",0.750,0.856,2,-5.802,1,0.0457,0.07780,0.000036,0.1170,0.940,130.034,audio_features,3oP3Tfn86FRmxAGsV0TqCp,spotify:track:3oP3Tfn86FRmxAGsV0TqCp,https://api.spotify.com/v1/tracks/3oP3Tfn86FRmxAGsV0TqCp,https://api.spotify.com/v1/audio-analysis/3oP3Tfn86FRmxAGsV0TqCp,181029,4,1
72,Can't Let Go,spotify:track:6a44RET0b0enJMb5PVQlr8,55,"Earth, Wind & Fire",72,"[disco, funk, jazz funk, soul]",0.649,0.794,6,-9.460,1,0.0353,0.14400,0.000297,0.0720,0.966,127.792,audio_features,6a44RET0b0enJMb5PVQlr8,spotify:track:6a44RET0b0enJMb5PVQlr8,https://api.spotify.com/v1/tracks/6a44RET0b0enJMb5PVQlr8,https://api.spotify.com/v1/audio-analysis/6a44RET0b0enJMb5PVQlr8,208693,4,1
73,Montreal,spotify:track:5maosvba9QkQP14u6vtxog,19,Roosevelt,56,"[indie emo, nu disco, shiver pop]",0.669,0.642,5,-9.004,1,0.0515,0.00221,0.834,0.2030,0.838,115.973,audio_features,5maosvba9QkQP14u6vtxog,spotify:track:5maosvba9QkQP14u6vtxog,https://api.spotify.com/v1/tracks/5maosvba9QkQP14u6vtxog,https://api.spotify.com/v1/audio-analysis/5maosvba9QkQP14u6vtxog,236336,4,1
74,Circles,spotify:track:3uIApqKmaneQQfbePo2Y1S,58,Alfie Templeman,53,[modern alternative pop],0.770,0.739,1,-5.648,0,0.1140,0.00227,0.0305,0.1020,0.859,120.024,audio_features,3uIApqKmaneQQfbePo2Y1S,spotify:track:3uIApqKmaneQQfbePo2Y1S,https://api.spotify.com/v1/tracks/3uIApqKmaneQQfbePo2Y1S,https://api.spotify.com/v1/audio-analysis/3uIApqKmaneQQfbePo2Y1S,151286,4,1
75,Movies,spotify:track:6PHXRx0ZOrGk7OJ9C29cTm,61,Alfie Templeman,53,[modern alternative pop],0.849,0.711,10,-6.664,0,0.0653,0.23800,0.0163,0.1160,0.805,129.940,audio_features,6PHXRx0ZOrGk7OJ9C29cTm,spotify:track:6PHXRx0ZOrGk7OJ9C29cTm,https://api.spotify.com/v1/tracks/6PHXRx0ZOrGk7OJ9C29cTm,https://api.spotify.com/v1/audio-analysis/6PHXRx0ZOrGk7OJ9C29cTm,197638,4,1
76,Electric Love,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,83,BØRNS,67,"[indie poptimism, modern alternative rock, modern rock, pov: indie]",0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.2600,0.518,120.041,audio_features,2GiJYvgVaD2HtM8GqD9EgQ,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,https://api.spotify.com/v1/tracks/2GiJYvgVaD2HtM8GqD9EgQ,https://api.spotify.com/v1/audio-analysis/2GiJYvgVaD2HtM8GqD9EgQ,218107,4,1
77,Somethinggreater,spotify:track:1Uxti0PEEdieT526B8dAxZ,59,Parcels,64,"[aussietronica, indie soul]",0.687,0.636,1,-10.198,0,0.0380,0.32400,0.00143,0.0862,0.859,109.786,audio_features,1Uxti0PEEdieT526B8dAxZ,spotify:track:1Uxti0PEEdieT526B8dAxZ,https://api.spotify.com/v1/tracks/1Uxti0PEEdieT526B8dAxZ,https://api.spotify.com/v1/audio-analysis/1Uxti0PEEdieT526B8dAxZ,321467,4,1
78,Walkway Blues (feat. J Laser),spotify:track:4Pa5XXpn3sdBPMVCSWGEhB,39,M83,70,"[french shoegaze, french synthpop, indietronica, metropopolis, neo-synthpop]",0.543,0.615,1,-7.071,0,0.0386,0.00995,0.143,0.0910,0.311,149.906,audio_features,4Pa5XXpn3sdBPMVCSWGEhB,spotify:track:4Pa5XXpn3sdBPMVCSWGEhB,https://api.spotify.com/v1/tracks/4Pa5XXpn3sdBPMVCSWGEhB,https://api.spotify.com/v1/audio-analysis/4Pa5XXpn3sdBPMVCSWGEhB,289120,4,1
79,Head Over Heels / Broken,spotify:track:0aF9m87P8Tja3NUMv4DfHt,67,Tears For Fears,74,"[new romantic, new wave, new wave pop, permanent wave, rock, sophisti-pop, synthpop]",0.298,0.704,7,-9.905,1,0.0366,0.18800,0.000488,0.7770,0.655,95.023,audio_features,0aF9m87P8Tja3NUMv4DfHt,spotify:track:0aF9m87P8Tja3NUMv4DfHt,https://api.spotify.com/v1/tracks/0aF9m87P8Tja3NUMv4DfHt,https://api.spotify.com/v1/audio-analysis/0aF9m87P8Tja3NUMv4DfHt,302120,4,1
80,Shout,spotify:track:2gQaQUhDCNGfBVXTvxAmXQ,76,Tears For Fears,74,"[new romantic, new wave, new wave pop, permanent wave, rock, sophisti-pop, synthpop]",0.511,0.942,0,-10.407,1,0.0429,0.17400,0.000019,0.1390,0.4980,97.909,audio_features,2gQaQUhDCNGfBVXTvxAmXQ,spotify:track:2gQaQUhDCNGfBVXTvxAmXQ,https://api.spotify.com/v1/tracks/2gQaQUhDCNGfBVXTvxAmXQ,https://api.spotify.com/v1/audio-analysis/2gQaQUhDCNGfBVXTvxAmXQ,393667,4,1
81,Mothers Talk,spotify:track:2p87CAEgL7eJzVgNZt2M0J,48,Tears For Fears,74,"[new romantic, new wave, new wave pop, permanent wave, rock, sophisti-pop, synthpop]",0.608,0.920,7,-11.807,1,0.0510,0.00379,0.00625,0.3570,0.5800,119.123,audio_features,2p87CAEgL7eJzVgNZt2M0J,spotify:track:2p87CAEgL7eJzVgNZt2M0J,https://api.spotify.com/v1/tracks/2p87CAEgL7eJzVgNZt2M0J,https://api.spotify.com/v1/audio-analysis/2p87CAEgL7eJzVgNZt2M0J,306320,4,1
82,Lightenup,spotify:track:1qtiESAzfGMw3YqJvI97ki,68,Parcels,64,"[aussietronica, indie soul]",0.857,0.658,0,-9.800,1,0.0388,0.01500,0.266,0.1050,0.7030,122.969,audio_features,1qtiESAzfGMw3YqJvI97ki,spotify:track:1qtiESAzfGMw3YqJvI97ki,https://api.spotify.com/v1/tracks/1qtiESAzfGMw3YqJvI97ki,https://api.spotify.com/v1/audio-analysis/1qtiESAzfGMw3YqJvI97ki,237227,4,1
83,Elemental,spotify:track:5Eg2fJOjmEQ6KhMReEnNmD,45,Tears For Fears,74,"[new romantic, new wave, new wave pop, permanent wave, rock, sophisti-pop, synthpop]",0.473,0.861,5,-7.477,0,0.0380,0.01250,0.106,0.3410,0.6090,175.789,audio_features,5Eg2fJOjmEQ6KhMReEnNmD,spotify:track:5Eg2fJOjmEQ6KhMReEnNmD,https://api.spotify.com/v1/tracks/5Eg2fJOjmEQ6KhMReEnNmD,https://api.spotify.com/v1/audio-analysis/5Eg2fJOjmEQ6KhMReEnNmD,330973,4,1
84,Memories Fade,spotify:track:4sYvvnzal0yQJ8qGEJeR3M,43,Tears For Fears,74,"[new romantic, new wave, new wave pop, permanent wave, rock, sophisti-pop, synthpop]",0.610,0.497,4,-7.986,0,0.0329,0.45800,0.00267,0.0910,0.3800,133.513,audio_features,4sYvvnzal0yQJ8qGEJeR3M,spotify:track:4sYvvnzal0yQJ8qGEJeR3M,https://api.spotify.com/v1/tracks/4sYvvnzal0yQJ8qGEJeR3M,https://api.spotify.com/v1/audio-analysis/4sYvvnzal0yQJ8qGEJeR3M,303867,4,1
85,Watch Me Bleed,spotify:track:1kChx0uGraDIIyOVtBVawU,46,Tears For Fears,74,"[new romantic, new wave, new wave pop, permanent wave, rock, sophisti-pop, synthpop]",0.490,0.866,0,-6.117,1,0.0297,0.01070,0.000636,0.1060,0.6240,159.057,audio_features,1kChx0uGraDIIyOVtBVawU,spotify:track:1kChx0uGraDIIyOVtBVawU,https://api.spotify.com/v1/tracks/1kChx0uGraDIIyOVtBVawU,https://api.spotify.com/v1/audio-analysis/1kChx0uGraDIIyOVtBVawU,255933,4,1
86,Sweet Nothing (feat. Florence Welch),spotify:track:24LS4lQShWyixJ0ZrJXfJ5,77,Calvin Harris,85,"[dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance]",0.573,0.929,8,-3.942,0,0.1090,0.19700,0.000112,0.0567,0.5820,127.934,audio_features,24LS4lQShWyixJ0ZrJXfJ5,spotify:track:24LS4lQShWyixJ0ZrJXfJ5,https://api.spotify.com/v1/tracks/24LS4lQShWyixJ0ZrJXfJ5,https://api.spotify.com/v1/audio-analysis/24LS4lQShWyixJ0ZrJXfJ5,212560,4,1
87,Always In The Past,spotify:track:7HoMAlSl0BUqwWjcdlg2I7,0,Tears For Fears,74,"[new romantic, new wave, new wave pop, permanent wave, rock, sophisti-pop, synthpop]",0.552,0.902,7,-5.903,1,0.0336,0.16700,0.271,0.0845,0.7830,88.754,audio_features,7HoMAlSl0BUqwWjcdlg2I7,spotify:track:7HoMAlSl0BUqwWjcdlg2I7,https://api.spotify.com/v1/tracks/7HoMAlSl0BUqwWjcdlg2I7,https://api.spotify.com/v1/audio-analysis/7HoMAlSl0BUqwWjcdlg2I7,278267,4,1
88,Pale Shelter - 2nd Single Version,spotify:track:0Xam0zVac3hKWWN4OQ5Gdr,64,Tears For Fears,74,"[new romantic, new wave, new wave pop, permanent wave, rock, sophisti-pop, synthpop]",0.555,0.875,0,-5.287,1,0.0335,0.03070,0.00521,0.4600,0.5590,118.643,audio_features,0Xam0zVac3hKWWN4OQ5Gdr,spotify:track:0Xam0zVac3hKWWN4OQ5Gdr,https://api.spotify.com/v1/tracks/0Xam0zVac3hKWWN4OQ5Gdr,https://api.spotify.com/v1/audio-analysis/0Xam0zVac3hKWWN4OQ5Gdr,273893,4,1
89,Gimme! Gimme! Gimme! (A Man After Midnight),spotify:track:3vkQ5DAB1qQMYO4Mr9zJN6,84,ABBA,80,"[europop, swedish pop]",0.749,0.491,10,-9.655,1,0.0403,0.02000,0.00899,0.1590,0.5360,119.528,audio_features,3vkQ5DAB1qQMYO4Mr9zJN6,spotify:track:3vkQ5DAB1qQMYO4Mr9zJN6,https://api.spotify.com/v1/tracks/3vkQ5DAB1qQMYO4Mr9zJN6,https://api.spotify.com/v1/audio-analysis/3vkQ5DAB1qQMYO4Mr9zJN6,292613,4,1
90,IknowhowIfeel,spotify:track:2IFaUS63AIAr9P46W1lEwt,58,Parcels,64,"[aussietronica, indie soul]",0.856,0.511,2,-10.413,0,0.0365,0.38600,0.0334,0.0985,0.9420,114.985,audio_features,2IFaUS63AIAr9P46W1lEwt,spotify:track:2IFaUS63AIAr9P46W1lEwt,https://api.spotify.com/v1/tracks/2IFaUS63AIAr9P46W1lEwt,https://api.spotify.com/v1/audio-analysis/2IFaUS63AIAr9P46W1lEwt,327399,4,1
91,Overnight,spotify:track:0hhXziDUO0wNYPsstDQWN6,72,Parcels,64,"[aussietronica, indie soul]",0.815,0.819,8,-9.494,0,0.0521,0.36400,0.0555,0.1150,0.8640,119.986,audio_features,0hhXziDUO0wNYPsstDQWN6,spotify:track:0hhXziDUO0wNYPsstDQWN6,https://api.spotify.com/v1/tracks/0hhXziDUO0wNYPsstDQWN6,https://api.spotify.com/v1/audio-analysis/0hhXziDUO0wNYPsstDQWN6,219604,4,1
92,The Chain - 2004 Remaster,spotify:track:5e9TFTbltYBg2xThimr0rU,85,Fleetwood Mac,81,"[album rock, classic rock, rock, soft rock, yacht rock]",0.545,0.670,9,-8.810,1,0.0496,0.00900,0.000822,0.0451,0.4810,151.553,audio_features,5e9TFTbltYBg2xThimr0rU,spotify:track:5e9TFTbltYBg2xThimr0rU,https://api.spotify.com/v1/tracks/5e9TFTbltYBg2xThimr0rU,https://api.spotify.com/v1/audio-analysis/5e9TFTbltYBg2xThimr0rU,270213,4,1
93,Good Things Fall Apart (with Jon Bellion),spotify:track:6pooRNiLyYpxZeIA5kJ5EX,62,ILLENIUM,71,"[edm, melodic dubstep, pop dance]",0.643,0.594,2,-5.453,1,0.0318,0.01280,0.0,0.1180,0.4420,144.033,audio_features,6pooRNiLyYpxZeIA5kJ5EX,spotify:track:6pooRNiLyYpxZeIA5kJ5EX,https://api.spotify.com/v1/tracks/6pooRNiLyYpxZeIA5kJ5EX,https://api.spotify.com/v1/audio-analysis/6pooRNiLyYpxZeIA5kJ5EX,216668,4,1
94,"New Person, Same Old Mistakes",spotify:track:52ojopYMUzeNcudsoz7O9D,82,Tame Impala,79,"[australian psych, modern rock, neo-psychedelic, rock]",0.470,0.809,8,-6.740,1,0.0495,0.27200,0.00671,0.0491,0.4900,151.836,audio_features,52ojopYMUzeNcudsoz7O9D,spotify:track:52ojopYMUzeNcudsoz7O9D,https://api.spotify.com/v1/tracks/52ojopYMUzeNcudsoz7O9D,https://api.spotify.com/v1/audio-analysis/52ojopYMUzeNcudsoz7O9D,363240,4,1
95,Closetowhy,spotify:track:6ynpjKUatAPVLmfgzTXvOG,44,Parcels,64,"[aussietronica, indie soul]",0.855,0.578,1,-11.366,0,0.0420,0.01480,0.587,0.0836,0.4490,109.995,audio_features,6ynpjKUatAPVLmfgzTXvOG,spotify:track:6ynpjKUatAPVLmfgzTXvOG,https://api.spotify.com/v1/tracks/6ynpjKUatAPVLmfgzTXvOG,https://api.spotify.com/v1/audio-analysis/6ynpjKUatAPVLmfgzTXvOG,330866,4,1
96,More Than A Woman,spotify:track:2cX2coZS1PYBfPs8wgbdWE,72,Bee Gees,77,"[disco, mellow gold, soft rock]",0.601,0.703,7,-6.240,1,0.0379,0.17500,0.000084,0.5710,0.6730,106.164,audio_features,2cX2coZS1PYBfPs8wgbdWE,spotify:track:2cX2coZS1PYBfPs8wgbdWE,https://api.spotify.com/v1/tracks/2cX2coZS1PYBfPs8wgbdWE,https://api.spotify.com/v1/audio-analysis/2cX2coZS1PYBfPs8wgbdWE,196213,4,1
97,Goodbye Angels,spotify:track:2XTkpF9T2PKvcLgamGJGx1,63,Red Hot Chili Peppers,82,"[alternative rock, funk metal, funk rock, permanent wave, rock]",0.365,0.804,9,-5.922,0,0.1050,0.10400,0.000066,0.1500,0.5770,171.597,audio_features,2XTkpF9T2PKvcLgamGJGx1,spotify:track:2XTkpF9T2PKvcLgamGJGx1,https://api.spotify.com/v1/tracks/2XTkpF9T2PKvcLgamGJGx1,https://api.spotify.com/v1/audio-analysis/2XTkpF9T2PKvcLgamGJGx1,268733,4,1
98,Comingback,spotify:track:6W1CYXq9pGEnNNCCW62xu8,49,Parcels,64,"[aussietronica, indie soul]",0.526,0.719,9,-8.689,0,0.0367,0.76900,0.0113,0.0906,0.2230,141.909,audio_features,6W1CYXq9pGEnNNCCW62xu8,spotify:track:6W1CYXq9pGEnNNCCW62xu8,https://api.spotify.com/v1/tracks/6W1CYXq9pGEnNNCCW62xu8,https://api.spotify.com/v1/audio-analysis/6W1CYXq9pGEnNNCCW62xu8,311240,4,1
99,Vincent,spotify:track:7fhimI5b7TpkyZ99X7R51o,46,Car Seat Headrest,60,"[furry, indie rock, pov: indie]",0.395,0.610,9,-7.836,1,0.0436,0.35000,0.0269,0.1100,0.0549,147.836,audio_features,7fhimI5b7TpkyZ99X7R51o,spotify:track:7fhimI5b7TpkyZ99X7R51o,https://api.spotify.com/v1/tracks/7fhimI5b7TpkyZ99X7R51o,https://api.spotify.com/v1/audio-analysis/7fhimI5b7TpkyZ99X7R51o,465027,4,1
100,2001 - Myd Remix,spotify:track:3n8VH7bl8Qh4RG3k5Kgngb,42,Foals,61,"[alternative dance, garage rock, indie rock, indietronica, modern alternative rock, modern rock, neo-synthpop, oxford indie, shimmer pop]",0.633,0.7990,0,-5.304,1,0.0351,0.000023,0.617,0.0954,0.414,125.946,audio_features,3n8VH7bl8Qh4RG3k5Kgngb,spotify:track:3n8VH7bl8Qh4RG3k5Kgngb,https://api.spotify.com/v1/tracks/3n8VH7bl8Qh4RG3k5Kgngb,https://api.spotify.com/v1/audio-analysis/3n8VH7bl8Qh4RG3k5Kgngb,170468,4,1
101,Fantasy,spotify:track:0V0mZxe0WKsMMKLqcNYXSG,35,M83,70,"[french shoegaze, french synthpop, indietronica, metropopolis, neo-synthpop]",0.511,0.7850,6,-7.521,1,0.0326,0.002330,0.755,0.0943,0.215,123.980,audio_features,0V0mZxe0WKsMMKLqcNYXSG,spotify:track:0V0mZxe0WKsMMKLqcNYXSG,https://api.spotify.com/v1/tracks/0V0mZxe0WKsMMKLqcNYXSG,https://api.spotify.com/v1/audio-analysis/0V0mZxe0WKsMMKLqcNYXSG,274321,4,1
102,King Kunta,spotify:track:0N3W5peJUQtI4eyR6GJT5O,77,Kendrick Lamar,88,"[conscious hip hop, hip hop, rap, west coast rap]",0.884,0.6570,6,-4.569,0,0.0977,0.005890,0.0,0.1540,0.489,107.059,audio_features,0N3W5peJUQtI4eyR6GJT5O,spotify:track:0N3W5peJUQtI4eyR6GJT5O,https://api.spotify.com/v1/tracks/0N3W5peJUQtI4eyR6GJT5O,https://api.spotify.com/v1/audio-analysis/0N3W5peJUQtI4eyR6GJT5O,234693,4,1
103,Free Bird,spotify:track:5EWPGh7jbTNO2wakv8LjUI,81,Lynyrd Skynyrd,72,"[album rock, classic rock, hard rock, rock, southern rock]",0.249,0.8340,0,-8.210,1,0.0577,0.073800,0.000095,0.0924,0.338,118.223,audio_features,5EWPGh7jbTNO2wakv8LjUI,spotify:track:5EWPGh7jbTNO2wakv8LjUI,https://api.spotify.com/v1/tracks/5EWPGh7jbTNO2wakv8LjUI,https://api.spotify.com/v1/audio-analysis/5EWPGh7jbTNO2wakv8LjUI,547107,4,1
